author_id,isbn
344,0452283914
146,0425120279
345,067153484X
346,0380728273
347,0446606197
348,0771076002
349,0771076002
350,0771088191
351,1559703237
352,3596214629
353,3596214629
354,0062770500
355,0671847546
356,0060188731
274,0140374248
357,0140374248
359,0142001740
360,0142001740
361,0195086295
362,0195086295
363,0195086295
134,0312995423
364,0380704587
365,0380815923
25,0385416342
366,0385418493
25,038542471X
367,0425098109
368,0449005410
369,0449202631
369,0449207544
370,0515128554
177,0517577402
371,0590450875
372,0590450875
373,0590450875
371,0590481371
372,0590481371
374,067103619X
375,0684177730
376,0684180200
374,0743411269
377,0743470389
378,076218857X
379,0767905938
380,0800706544
381,0801096677
382,0849953014
383,0891091963
384,0915811537
385,0927545373
386,1575024179
387,1880185008
388,0140345809
389,0156528207
390,0380012863
391,0451154916
392,0785815147
393,0875421288
394,1567184294
395,156718796X
396,1862047626
397,0020437501
397,0020437501
398,0198320264
399,0198320264
400,0373196989
401,0373245580
402,0451527747
403,0451527747
62,0671867113
404,0812504208
151,0060173289
405,0060973897
406,0060973897
305,006101351X
407,0140104682
408,0312143370
409,0316666343
410,039456894X
411,0440224675
412,0449002632
413,0449213773
414,0452279690
413,0553569058
415,0679427430
416,0679725393
417,0802114369
418,0803233019
419,0803233019
420,0819154946
421,0897322339
422,0940322978
423,0940322978
424,1573225126
425,1579651658
426,1878424319
427,0600586898
428,1853260622
429,1857938011
430,0060804157
431,0140382658
432,0152012966
433,0312283784
188,0345297709
188,0345313097
434,0345335465
435,0345416848
436,0385333404
25,044021145X
437,0449212084
438,0553582682
439,0590947257
440,0590947257
441,074345829X
442,074345829X
443,0786913878
444,0801491827
445,0816729913
446,0843136685
447,0843136685
448,0843136685
449,0866119531
3245,0866119531
3245,0866119531
284,0866119566
452,0866119566
453,0870441663
454,0870441663
455,1561561428
456,1561561428
457,1561561428
163,0553210092
434,0553258524
336,0688163726
458,1569471096
459,055358099X
409,0316168815
311,014023828X
460,0316314927
351,0345424719
461,0375414746
462,0375726403
413,0385503857
463,0425156842
464,0440226104
465,0452277337
61,0553802488
466,0671021001
467,0767903579
468,0805063897
469,0679777431
470,0553285343
471,0486285529
180,0671002481
472,0812523385
473,0895774666
474,0020199090
475,0385495145
476,0679733825
67,0842329129
68,0842329129
477,0345451260
478,0740700235
479,0380973545
480,0380973545
481,0393321576
143,0743424425
482,0786868015
483,0786868015
484,0786868015
485,0446610178
486,0684854953
487,0684854953
62,0743229878
488,0380617625
489,0380732335
490,0385337132
491,0440235057
491,0445402040
492,0618119760
493,0871138646
494,0026329859
495,0060621257
56,0060915544
56,0060917016
496,0060925000
285,0060932759
152,0061000280
497,0192815318
498,0192815318
499,0312195516
500,0380792664
501,0393048977
184,0399137807
63,039914739X
65,0451203046
502,0451410556
503,0451523318
504,0486281965
505,0486292940
506,051762639X
416,0684824442
507,0743458303
508,081296666X
509,0819215635
510,0819215635
511,0819215635
512,0880011025
513,1561011525
514,1877727083
515,1877727083
516,0486206173
517,0486206173
518,0312278586
519,0312278586
520,0140370900
521,0674511255
522,0030096189
523,0030096189
524,0312965745
525,0345374657
526,0395710901
527,080521061X
528,0823032612
529,0679310002
530,0312288115
531,0316171107
532,0380710218
533,0515118656
534,0553289063
535,0671000306
62,0671673688
536,1561672033
537,0425178242
538,0425178242
539,0618173870
252,0156027321
540,0375403582
541,0385721420
542,0451202341
543,0743418190
544,0385335407
545,0965746828
546,0060923245
547,0486272664
548,0786015276
549,0786015276
550,0060913509
370,0553272837
551,0440225078
552,0312145543
61,0425181111
553,0380732688
554,0140286276
370,0373484100
368,0449907481
555,0553107305
556,080213825X
370,0515127833
557,0345441133
558,0515134279
559,0945586051
25,0385490992
25,0385424728
560,0312980388
561,0590419625
562,0590419625
25,0385472951
563,0451195663
564,0425182878
565,0425182878
566,0553564528
566,055356451X
62,0743412621
567,0849943728
568,0849943450
567,084994371X
569,0590406019
570,0020442408
571,0553225987
572,042517736X
137,0671868713
573,038549825X
574,0553202294
575,0345313860
575,0345369947
576,067170124X
577,0345353625
578,0308102282
579,006017143X
580,0805056491
581,0679401377
582,1562827049
583,1562827049
544,0385306032
584,0816152446
585,0821772953
586,0345379454
161,0553576925
62,0743206053
587,0688169678
588,0439319552
589,0439319552
590,0590870157
591,0590870157
592,0307001164
593,0307001164
594,0307001164
595,0307001164
596,0440441501
597,0590687301
598,0439061644
599,0439569842
589,0439569842
600,0307118703
601,0590418858
602,030720152X
603,0816728739
604,0816728739
605,0816728739
606,0865050880
607,0812519655
607,0812524853
608,0449211770
609,193072229X
607,0812521129
610,0345251733
611,1400077826
612,0312995431
612,0312312628
613,0446394521
614,0590021117
245,068484267X
615,068484267X
616,068484267X
617,0553578693
597,0380709260
618,0380709260
619,0807565288
612,0312986769
95,0345413377
95,0345413369
95,0679893105
620,0061096091
586,0345369068
586,0451184718
608,0449209121
621,0060938455
622,080411952X
623,0060575808
623,0060558865
624,0767912918
625,0553298860
626,0385335679
65,0440122090
627,0671525832
189,0553279572
628,0061009059
629,0060930187
630,0516076272
51,0679450432
631,0821775863
631,0821770209
632,0670855758
633,0553562819
130,0446364193
634,0446519138
635,0425179672
636,0061042943
637,0399144463
638,0399144463
155,0965404560
639,006015781X
640,006015781X
641,0060930705
642,0312206763
643,0316116025
644,0156013967
645,0385314019
646,0743444167
647,0618231617
648,1567920047
651,0811203220
652,1573229148
653,0787955671
654,0787955671
655,0787955671
656,0425174484
657,0385496907
658,0446523992
659,0446523992
660,0446523992
661,0140185216
662,0140185216
663,0684717255
664,0684717255
92,0486272745
666,0486272745
667,0062507249
668,0684801221
669,1576737357
670,0060083298
671,0446672211
672,0140293248
673,0807070718
674,0807070718
675,0743213831
676,0345305477
677,0061080519
678,0142000205
679,0316735027
680,193156146X
136,015600710X
681,0062517856
53,0679767789
682,0449911683
683,0425169626
682,0449207757
682,0449245691
684,0140029400
684,0140021566
685,2253004022
215,2253004022
687,2253005274
688,2253005274
689,225300670X
690,225300670X
691,225300670X
692,2266084372
3499,2070362388
13534,2266029460
13534,2266029460
695,2253007102
696,2253007102
697,2253007102
189,2070417743
698,2070417743
699,2070417743
700,2266033689
701,2070384349
702,2070384349
685,207053880X
703,207053880X
704,2070334368
705,2290314951
706,229000510X
707,3492207006
708,3499177757
709,3499177757
710,3889774016
711,3502670005
712,0905762487
710,3499222604
713,3746670055
58,0140620427
714,3596144434
222,3442724686
47,3442724686
134,0385504209
237,0446525502
715,0385500769
716,0399147012
181,0670892963
340,0688180639
136,0316789089
717,0451197275
330,0425184129
718,0151001006
25,0385505833
719,0679442790
720,0679442790
721,0525943862
557,0609605925
722,0060191929
62,0743206045
374,0684864843
723,0684867818
724,0743406176
725,0380978539
351,0679603352
726,0679410430
237,0446523569
727,0671042556
51,0679450440
728,0140107649
729,0609606727
237,0446527793
237,0446531332
730,1570717257
731,0060192631
732,0385420161
733,0385420161
734,0385420161
736,0345339711
737,052594463X
305,039304016X
370,0399147128
738,0670031046
739,0394574745
130,0316969443
62,0743230051
740,0743230051
130,0316693200
741,0316693200
723,0684868911
742,0842336214
743,0399148582
744,0399148582
374,0684864320
721,0525944834
745,0345428900
746,0451176812
139,0671525794
369,0718144538
747,0446602086
748,0394551427
749,0394551427
750,0064407667
751,0064407667
752,0007100221
753,2253148539
14031,2253148539
150,2253043974
755,2253043974
756,2020315491
757,0747549923
758,0743462335
759,0140253580
760,0947782141
761,057120354X
762,0349101779
758,0743222229
763,185479549X
764,0140292918
765,1854795554
766,1858813093
767,2871290911
768,2871290911
769,0198604025
770,1842151053
771,2253063339
772,1860198597
773,0767908473
774,0767908473
775,1842040154
776,0140622063
761,0571209521
753,2264009306
777,1841952931
778,0890877564
779,0890877564
780,1405200677
781,0416196772
782,0747538069
783,0375501347
546,0060927240
784,0316776963
785,156341029X
268,0060934719
786,1886383421
787,1888451084
788,0451450256
789,1555835953
790,0395877563
791,0962893862
792,1555834531
793,0393318435
794,0889740828
414,1563410443
795,1563899388
796,1563411148
797,0553579681
797,0553579673
61,0451181379
798,0786889160
799,0345370740
800,0553574175
800,0553574167
800,0553574159
801,0312287240
802,0679801146
803,0446300101
804,0821750410
61,0425142485
805,0451456548
806,0060006048
807,0312906552
808,0312906552
809,0440117291
810,0425049981
811,0374386676
377,0786886463
812,0345395379
171,0380788497
813,0307215342
811,0374343381
814,0345403339
815,0440226694
815,0440219604
816,0767903285
817,0345429176
411,038529929X
818,1573229571
177,0345418778
364,0517201658
143,0743211383
337,039914370X
819,1884777805
820,0312977905
821,0812521331
822,0812521331
61,0451205421
823,0894342789
824,0440218535
825,0449207595
826,0670844594
827,039457513X
828,0394559487
829,0804001944
830,0590897985
831,0689832877
832,0689832877
833,0689829698
834,0689829698
835,0439042917
569,0064409457
836,0064409457
569,0064405052
836,0064405052
837,043922165X
838,0152162445
838,0152162577
838,015216250X
839,1562477528
840,0439221676
841,0439221684
840,0439221684
840,0439221714
840,0439221706
840,0439221730
842,0440415993
843,0895872102
844,068983585X
845,068983585X
177,0345391802
846,0440219078
847,185424597X
848,185424597X
849,2080105434
850,349913358X
851,3257201761
116,3404121686
852,3404121686
853,3404121686
116,3404118960
9158,3404118960
855,3404118960
856,3404118960
857,0345356578
857,0345346971
719,0753804700
143,0451155750
482,0786890436
483,0786890436
143,0786890436
858,0415928087
859,0415928087
860,0521427150
861,0812923278
862,0884111342
863,0345428544
177,0671694049
864,080901582X
248,0449006557
865,0373250339
866,0380820447
867,0385497679
868,0385497679
869,0385497679
870,0451454243
871,0941423042
872,0373871562
106,0553101439
873,0898151910
874,0835949362
875,0880701102
146,039914563X
876,0312853238
877,0688048730
878,0688048730
146,0425161722
879,0425161722
25,0385493800
880,0849916399
881,1928791107
882,1928791107
883,067175145X
25,0440211727
884,0877192820
885,0380002450
886,0793133955
886,0793133955
887,0394178017
146,0425134350
888,0385479689
889,0385479689
890,0380754851
891,0380538504
892,044661162X
627,0671742566
184,0515122408
893,0440222818
894,0451204050
895,038533334X
896,0449131548
897,0440120470
898,0451188209
899,0451188209
232,0440130913
437,0449001954
51,0345404777
900,0451185277
544,0440224829
901,0671779338
533,0515134368
188,0380759497
902,0380759497
575,3442098424
903,3442098424
904,0394578791
905,1558505377
906,0373245696
907,0743201078
908,068983571X
909,0553256785
910,0892967994
911,0061064505
912,0061064505
913,1551668785
914,0836230868
915,0381999866
916,0380817144
917,0380752115
952,0553212583
485,0446364762
572,0425166619
919,061312975X
920,0765341972
921,0590514776
922,0373037430
923,0064472779
924,0553581279
925,0373750013
926,0393030342
566,0553561618
271,0312422156
927,0425139069
928,0450029956
929,0450029956
930,0130139165
931,0373196741
885,0451524489
932,0451524489
933,0140065172
25,044022165X
934,0373123485
935,0373123108
936,0590225170
937,0590225170
572,0399143165
938,044132231X
939,0425124347
940,0786889705
941,0312282990
942,0425137945
942,042512892X
942,0425113892
943,0394820371
944,0394820371
945,0449134482
946,014036336X
537,0375821813
947,0812516826
948,0345348036
949,0679420118
950,0871137380
951,0741409690
951,0741407213
951,0759612277
951,0741402858
951,1585007366
951,074141127X
951,0741403471
951,0741403781
951,0741403056
951,0741405784
951,0741402912
242,0553568760
51,034538184X
952,0140620125
58,0140620109
953,0375420827
177,0671745530
954,0805062971
952,0553211412
955,0671510053
956,1573229385
957,0945397410
958,0385334036
221,0060914653
188,0345347536
959,055321313X
960,3473540420
961,0375507256
539,0060529709
962,0876850867
661,0140274154
963,0679743464
963,0375704027
964,0375704027
965,0874067391
966,0874067391
967,0590484753
968,0451527038
969,0451527038
970,1590520777
971,1590520777
967,0590484672
972,0975311255
973,0743237188
133,0553586122
617,0553584510
631,0345341201
974,1551662744
232,0440175623
232,0440216842
975,0345443284
976,0553285653
977,0394800133
978,0394800133
979,0060972777
980,0064401472
981,0064401472
72,0156001942
982,055326382X
351,0345418018
668,0684801469
983,0393961192
984,0393961192
985,0393961192
701,9997522052
312,0872203492
986,0872203492
987,0872203492
988,0872203492
212,0312420145
989,0911104542
990,0375401318
991,0140253602
992,0671789422
993,1566193966
994,014016930X
995,0140077022
996,0679732764
285,0553273604
285,0553273914
997,0060256672
997,0060256672
998,039592720X
999,1859671500
1000,1859671500
1001,1859671500
1002,1859671500
1003,0810935627
151,0060928336
466,0671003755
1004,0553268449
1005,0684844729
1006,0395051649
1007,0395051649
1008,0375705228
150,038001503X
1009,0835607860
1010,158574218X
1011,158574218X
1012,0806996021
1013,0440215625
784,0316777730
1014,0375501851
1015,0877733759
1016,0805019367
1017,0140070206
1018,0140236589
764,0140042393
1019,1590520653
1020,1590521994
1021,1590521994
1022,3446202218
1023,3446202218
579,3499134446
1024,067142517X
1025,0671726889
130,0446601241
143,0451124340
575,0345384466
130,0446604801
575,0345422392
1026,0679734775
1027,0440414717
1028,0689715625
1029,0689715625
924,0812539389
1030,0152013369
942,0425124819
81,0345409469
1031,0345409469
1032,1558747346
1033,0373250177
1034,0763615382
1035,0965975401
1036,0965975401
1037,0965975401
1038,0965975401
1039,0141001771
1040,068930935X
455,0451523369
1041,0786884622
1042,0449005569
1043,0671027344
1044,0786927089
1045,0786927089
1046,0684831058
285,006019491X
1047,006019491X
1048,0684819066
1049,0375420673
1050,0140368558
1051,0395353416
285,0066211611
1052,0066211611
1053,0312254164
1054,0312254164
1055,3453147243
1056,3746611229
1057,3492229336
1058,3453177800
1059,3423009152
1060,3596133319
1061,3822813397
1062,3426871874
1063,3453171977
463,3423620005
1064,3423620005
736,034537522X
736,0345375211
1065,0345375211
1066,034545829X
661,0140042520
268,0380789035
1067,0446677574
1068,0345358791
579,0060964049
1069,0380558483
1070,1558171398
1071,0425121046
1072,0441317502
1073,0804102279
1074,0812551389
857,0345298985
857,0345316991
857,034531042X
857,0345310306
857,0345310292
857,034531011X
1075,0679734058
716,0451130448
1076,0553266500
411,0440206154
41,0345370775
1077,0441366945
1078,0441366945
1079,0441366945
1080,0441366945
1081,0553574833
1082,0553574833
1083,0915950839
1084,0060242388
1085,0452265347
631,0743457943
370,0373484224
1086,0553205757
1087,0060171510
1088,0312421001
1089,0786000988
268,0380789019
1090,0451135989
364,0380018179
1091,0679004785
1092,0684825821
1093,0517395754
1094,067101420X
222,0679457313
1095,0394557433
1096,0553571656
499,0312169787
1097,0942257324
1098,0805008950
1099,0786866276
1100,0151000638
8,0151000638
1101,0140266771
992,015644450X
726,0679723420
1102,0441004016
1103,0671500546
270,0140620338
547,0460878263
1104,0460878263
200,3257061269
1105,3257061269
1106,3453210999
1107,3404126661
237,3453177622
1108,3453177622
1109,3453863593
1110,3499108518
1111,3518367064
1043,3453199766
1112,3746670144
1113,3746670144
1055,3453088433
1114,0425137015
1115,0425137015
1116,0425137015
1117,0425137015
1118,0553572490
106,0553576976
1119,0451450604
1120,0441001335
1121,0451454677
1122,0373257074
1123,0441435351
1124,0373092237
1125,0373057296
1126,0373058446
762,0349103232
221,0571197779
1127,0679745653
496,0571200389
1128,0785268480
1129,0785268480
1130,0785268480
1131,014044503X
1132,014044503X
1133,014044503X
1134,0851707777
1135,0006276199
1135,0551031123
1135,0551030682
1135,0551032510
1136,0551032510
245,000649840X
87,0140431268
225,0099771519
1137,0486265862
137,067102535X
962,0876855575
1138,0330376136
1139,0140272658
1140,3407780028
1140,3407780028
1140,3407780117
1140,3407780117
1141,3257250398
1142,3257250398
1141,3257250053
1142,3257250053
1143,3257250460
1144,3442435951
1145,3442435838
1146,3442435838
1147,3608919724
1148,3608919724
1149,3608919724
9907,3453132262
1151,3453132262
1152,379411664X
1153,379411664X
1140,340780573X
1140,3407805853
954,0385720920
954,0385498721
1154,0972948503
1155,0972948503
486,0380813815
80,2070372294
1156,2264030542
1157,0030615321
1158,0836217632
1159,0140099832
254,0385314744
1160,0316107417
1161,0894803700
369,0449221164
1162,0553801031
967,0590457225
1163,0316929190
1164,0553052845
281,0140390693
1165,0140390693
1166,0140390693
1167,0439404371
1168,0439404371
1169,0939766027
1170,0939766027
1171,0679741011
1172,0345307674
94,0425071421
434,0345297687
281,0766607119
1173,0766607119
1174,0766607119
1175,1573225789
1176,0380754843
1177,0380754843
434,0345368940
434,0345331605
1178,0425050807
1179,044100962X
342,0553296981
1180,0553296981
1181,0553296981
1182,1895383129
1183,0375724575
1184,067163884X
1185,0553140434
1186,0029087104
1187,0425050750
799,0345285549
1188,0345285549
799,0345290240
188,0345301870
143,0451169530
78,067168390X
279,0385335881
279,0385335482
351,0553258001
1189,0671679627
1190,0375704043
872,0373871279
1191,0373484070
468,0805063889
1192,068986020X
1193,0671568809
1194,1573228567
459,0553582658
1195,051513399X
370,0373218400
1196,0449217868
1197,0671573020
1197,0671573020
1198,0517006456
1199,0786867086
1200,0786867086
1201,1569471800
1202,0374216495
1203,0312274572
1204,0316825336
1205,0871137631
1206,0679419152
152,0060192895
1207,0826308791
1208,0140259198
1209,0345435249
268,0441003257
257,0441003257
586,0451202503
237,0446606812
1210,0671028375
1211,0451181468
346,0399149759
1212,0345384733
1213,0671759361
1214,0830724982
572,0399146008
1215,3442720001
1216,0515132632
1217,044990671X
1218,0688124402
1219,0929587081
1220,155970117X
1221,155970117X
1222,0688105408
1223,0871130297
1224,0440500095
1225,1570362084
56,0060930535
1226,0375702709
1227,044990928X
1228,0671038184
1229,0060916508
1230,0756401453
1231,0963270702
1232,0399242562
1233,0552996009
434,0708881297
1234,0708881297
764,0142000663
95,0590542443
95,0590112899
95,0590660543
351,0345361792
1235,0552999512
1236,041619513X
1237,0855030224
1237,0855030224
292,0861638522
1238,0861638522
1239,0575073314
1239,0575073004
1240,0394404289
1241,000636988X
1242,1578562333
1243,0345458915
1244,038531258X
172,006092988X
1245,0140317937
1246,0140317937
1247,0743225406
1248,0553256696
1249,0553256696
1250,0553256696
1251,0785263780
1252,0785263780
1253,0802433243
53,0375413081
249,1400034779
1254,038533303X
1090,0451163753
1255,0440414520
1256,0786885688
1257,0671880187
1258,1558506454
1259,0895773538
1260,0385247745
1261,0385247745
232,0385293542
1262,0802069347
1263,0671721038
442,0671311891
799,0345387007
1264,037570504X
1233,0767902521
1265,0892967048
1266,0553377868
1267,0553377868
1268,0472113658
1269,0609608444
1270,0670032425
1271,0915811332
18,1558744606
19,1558744606
20,1558744606
8,080410753X
404,0451526503
736,0345325818
1272,044023767X
1273,014131088X
1274,043909013X
1275,0140244824
1276,155643068X
1276,096478260X
1277,096478260X
1276,155643152X
1278,0553346768
1279,0884043142
1280,0743221990
1281,0312983212
1282,0553486411
1283,3478088534
1284,3821807059
1285,0865532168
1286,059040640X
965,1566197155
1287,0805210318
1288,0805210318
1289,031227999X
25,0385508417
25,0385510438
1290,0848705459
346,0380723638
1291,0718001044
1292,0307132668
1293,0812515722
1294,0373169876
1295,0890842795
1296,0385324057
189,9505470010
1297,0609602535
535,0425185710
1298,0061030651
716,0425178773
1299,0553575619
1300,0671578391
1301,0425095584
1302,0451409086
1281,031298250X
1298,006109594X
177,0671527215
1303,0486203077
1304,0671522817
1305,0618074716
1306,1400062888
1307,0618045996
1308,0312303033
1309,1931520038
1120,0671318314
1004,0553377876
1310,1558612815
738,014025448X
356,0060934417
62,0671793489
398,0174434642
1311,0174434642
1312,0679772677
109,0312983824
557,0449149676
557,0449006344
459,0553568183
1313,0451191153
1314,0451191153
958,0440224624
58,0451523067
1315,0451523067
1315,0451523067
543,0743418174
58,0451526295
282,0451526295
491,0440214424
58,0451187903
282,0451187903
413,0385491050
374,0671036505
1316,0553213504
1317,0446605891
193,0394758285
62,0671004565
1318,0345370805
1197,0375703055
136,0156006529
1319,0156006529
556,0446673544
150,0140256369
1320,0140256369
1321,0312243022
136,0316789844
1322,0679761837
413,0385490445
162,0380725398
1323,0345316770
611,0375700757
613,0070212570
1227,0385480016
722,0061098361
1323,0061093092
110,0821758950
274,0679729917
502,0451411013
1324,0446611239
1325,0446611239
1326,0553580078
716,0425189414
1327,0812909372
1328,0812909372
1329,0451410912
136,0316781266
404,0486280616
1330,0743405978
143,0671032658
1331,0446607835
1332,0446607835
1333,0451402103
1334,0373250223
1335,0380817683
1162,0671701053
1336,0671000381
1337,006101253X
1338,0671689231
923,0380814021
1339,0373711026
1340,0373710992
1341,0373711107
1342,0440217806
922,0373711123
1343,0373711115
1344,0373711131
152,0061098795
1345,0791423549
1346,0791423549
1347,0375725784
1348,0465016146
1348,0465016103
1349,0373226519
270,0380012774
771,225313922X
1350,0142004030
1351,0452281784
1352,0375704558
1353,038533656X
1354,0743230213
1355,0345436911
465,0452284481
1356,0802135196
645,0440217520
1357,0373834985
1358,0679450548
1359,0451135555
736,0345339703
736,0345339703
1360,038039586X
1350,0670030643
1361,0060929596
1362,3499232871
1363,0374516901
1364,0440131480
1365,0609600745
1366,0609600745
14959,0375707425
720,0375707425
146,3453151933
86,3453151933
1368,3453151933
1369,0231105592
1370,0590317822
1371,014056232X
1372,0590447319
1373,0440940001
1374,0440401119
1375,0440203155
876,0812565959
1376,034536628X
1377,0880387483
1377,0880387300
1378,0880387300
1379,0425163385
717,0743444051
1380,0061056103
1280,0671042262
564,0425157539
161,0553585681
161,0553585118
1381,0886777690
62,0743212002
740,0743212002
1382,3426650754
1383,1854877178
1384,0380803526
1385,0373152655
1386,0373152655
922,0373152655
1387,0451404033
1388,1583140352
1389,1854879073
1390,0821728326
370,037348397X
1391,0380773155
1392,0380773155
116,3404100263
1393,0679731148
1394,2070417700
1395,2070417700
668,2070360075
1396,0786889373
1394,2207245810
1394,2207250474
1397,2207250474
1394,2290331406
1398,2290331406
1394,2070426815
1394,2290305251
764,2070364283
1399,2266128566
1400,2070363104
200,2253152277
1401,2207252000
1402,2207252000
572,2253170453
1403,2723409821
1404,2723409821
1405,2070415686
1406,2070415686
1394,2258036992
1394,2207251756
3499,2266000489
1407,2070360423
1408,0394822862
1409,0394822862
1410,0874493803
1411,1569870942
1412,1569870942
1413,1579730272
1415,1579730272
1416,0307177092
1417,2253004898
1418,0812094271
1419,0812094271
1420,0812094271
1421,0380600129
1422,0380600129
1187,0451522389
